X,Y,OBJECTID,ID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD
-105.19289747,48.11532759,3814,0004659255,POPLAR COMMUNITY HOSPITAL,211 H STREET EAST,POPLAR,MT,59255,NOT AVAILABLE,(406) 768-3452,CRITICAL ACCESS,OPEN,20,ROOSEVELT,30085,USA,48.11532759,-105.19289747,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://www.nemhs.net/index.php/facilities/critical-access-hospital/96-poplar-hospital,13097,NOT AVAILABLE,30,NON-PROFIT,-999,20,TRF,N
-105.31559594,46.79113406,3815,0002259349,PRAIRIE COMMUNITY HOSPITAL,312 S ADAMS,TERRY,MT,59349,NOT AVAILABLE,(406) 635-5511,CRITICAL ACCESS,OPEN,25,PRAIRIE,30079,USA,46.79113406,-105.31559594,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://www.prairiecommunityhospital.org/,13015,NOT AVAILABLE,30,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,TRF,N
-114.16270492,47.68217151,3816,0006959860,PROVIDENCE ST. JOSEPH MEDICAL CENTER,6 13TH AVENUE E,POLSON,MT,59860,NOT AVAILABLE,(406) 883-5680,CRITICAL ACCESS,OPEN,22,LAKE,30047,USA,47.68217151,-114.16270492,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://montana.providence.org/hospitals/st-joseph/,13223,NOT AVAILABLE,30,NON-PROFIT,-999,22,CTH,Y
-104.51461041,48.1514501,3817,0001659218,ROOSEVELT MEDICAL CENTER,818 2ND AVE E,CULBERTSON,MT,59218,NOT AVAILABLE,(406) 787-6401,CRITICAL ACCESS,OPEN,25,ROOSEVELT,30085,USA,48.1514501,-104.51461041,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://www.roosmem.org,13445,NOT AVAILABLE,30,NON-PROFIT,-999,25,TRF,N
-106.6703662,46.2716893100001,3818,0002059327,ROSEBUD HEALTH CARE CENTER HOSPITAL,383 N 17TH AVE,FORSYTH,MT,59327,NOT AVAILABLE,(406) 346-2161,CRITICAL ACCESS,OPEN,24,ROSEBUD,30087,USA,46.27168931,-106.6703662,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://rosebudhealthcare.com/,13096,NOT AVAILABLE,30,NON-PROFIT,-999,24,NOT AVAILABLE,Y
-108.54570523,46.4537166600001,3819,0003459072,ROUNDUP MEMORIAL HEALTHCARE,1202 3RD ST W,ROUNDUP,MT,59072,NOT AVAILABLE,(406) 323-2301,CRITICAL ACCESS,OPEN,25,MUSSELSHELL,30065,USA,46.45371666,-108.54570523,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY/OTHER,2020/04/21 00:00:00+00,http://www.rmhmt.org/,13511,NOT AVAILABLE,30,NON-PROFIT,-999,25,TRF,N
-112.19203879,45.4530315000001,3820,0003759749,RUBY VALLEY MEDICAL CENTER,321 MADISON STREET,SHERIDAN,MT,59749,NOT AVAILABLE,(406) 842-5453,CRITICAL ACCESS,OPEN,5,MADISON,30057,USA,45.4530315,-112.19203879,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY/OTHER,2022/02/28 00:00:00+00,NOT AVAILABLE,12393,NOT AVAILABLE,30,NOT AVAILABLE,-999,5,TRF,N
-104.56327699,48.77918429,3821,0001259254,SHERIDAN MEMORIAL HOSPITAL,440 W LAUREL AVE,PLENTYWOOD,MT,59254,NOT AVAILABLE,(406) 765-3700,CRITICAL ACCESS,OPEN,19,SHERIDAN,30091,USA,48.77918429,-104.56327699,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://www.sheridanhospital.org,13547,NOT AVAILABLE,30,NON-PROFIT,-999,19,TRF,N
-104.17315084,47.7150889600001,3822,0003859270,SIDNEY HEALTH CENTER,216 14TH AVE SW,SIDNEY,MT,59270,NOT AVAILABLE,(406) 488-2100,CRITICAL ACCESS,OPEN,25,RICHLAND,30083,USA,47.71508896,-104.17315084,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://www.sidneyhealth.org,12709,NOT AVAILABLE,30,NON-PROFIT,-999,25,NOT AVAILABLE,Y
-114.10704469,47.5286764800001,3823,0003359864,ST LUKE COMMUNITY HOSPITAL - CAH,107 6TH AVE SW,RONAN,MT,59864,NOT AVAILABLE,(406) 676-4441,CRITICAL ACCESS,OPEN,25,LAKE,30047,USA,47.52867648,-114.10704469,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY/OTHER,2020/04/21 00:00:00+00,http://www.stlukehealthnet.org,12708,NOT AVAILABLE,30,NON-PROFIT,-999,25,CTH,Y
-109.25914581,45.6431276800001,3824,0004359019,STILLWATER HOSPITAL ASSOCIATION INC,710 NORTH 11TH ST,COLUMBUS,MT,59019,NOT AVAILABLE,(406) 322-5316,CRITICAL ACCESS,OPEN,16,STILLWATER,30095,USA,45.64312768,-109.25914581,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY/OTHER,2020/04/21 00:00:00+00,http://www.billingsclinic.com,13418,NOT AVAILABLE,30,NON-PROFIT,-999,16,TRF,N
-105.64190836,48.10134887,3825,0004159201,TRINITY HOSPITAL,315 KNAPP STREET,WOLF POINT,MT,59201,NOT AVAILABLE,(406) 653-6500,CRITICAL ACCESS,OPEN,22,ROOSEVELT,30085,USA,48.10134887,-105.64190836,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,NOT AVAILABLE,13444,NOT AVAILABLE,30,NON-PROFIT,-999,22,TRF,N
-109.84107931,46.4373286000001,3826,0000959036,WHEATLAND MEMORIAL HOSPITAL,530 3RD ST NW,HARLOWTON,MT,59036,NOT AVAILABLE,(406) 632-4351,CRITICAL ACCESS,OPEN,25,WHEATLAND,30107,USA,46.4373286,-109.84107931,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY/OTHER,2020/04/21 00:00:00+00,NOT AVAILABLE,13548,NOT AVAILABLE,30,NON-PROFIT,-999,25,TRF,Y
-108.60463457,45.74313397,3827,0004759102,ADVANCED CARE HOSPITAL OF MONTANA,3528 GABEL ROAD,BILLINGS,MT,59102,NOT AVAILABLE,(406) 651-8800,LONG TERM CARE,OPEN,40,YELLOWSTONE,30111,USA,45.74313397,-108.60463457,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://www.achm.ernesthealth.com,13060,NOT AVAILABLE,30,PROPRIETARY,-999,40,NOT AVAILABLE,N
-111.26096756,47.4916011600001,3828,0005059405,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,NOT AVAILABLE,(406) 455-5000,GENERAL ACUTE CARE,OPEN,332,CASCADE,30013,USA,47.49160116,-111.26096756,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,NOT AVAILABLE,13289,NOT AVAILABLE,30,NON-PROFIT,-999,332,RTC,Y
-108.51345237,45.7894969500001,3829,0004859101,BILLINGS CLINIC,2800 10TH AVE N,BILLINGS,MT,59101,NOT AVAILABLE,(406) 657-4000,GENERAL ACUTE CARE,OPEN,308,YELLOWSTONE,30111,USA,45.78949695,-108.51345237,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://www.billingsclinic.com,13345,NOT AVAILABLE,30,NON-PROFIT,-999,308,RTC,Y
-111.01971466,45.6701067400001,3830,0005459715,BOZEMAN HEALTH DEACONESS HOSPITAL,915 HIGHLAND BLVD,BOZEMAN,MT,59715,NOT AVAILABLE,(406) 414-5000,GENERAL ACUTE CARE,OPEN,125,GALLATIN,30031,USA,45.67010674,-111.01971466,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://www.bozemandeaconess.org,12933,NOT AVAILABLE,30,NON-PROFIT,-999,125,ATH,Y
-114.04787954,46.8473783600001,3831,0006059804,COMMUNITY MEDICAL CENTER,2827 FORT MISSOULA RD,MISSOULA,MT,59804,NOT AVAILABLE,(406) 728-4100,GENERAL ACUTE CARE,OPEN,151,MISSOULA,30063,USA,46.84737836,-114.04787954,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,NOT AVAILABLE,13562,NOT AVAILABLE,30,NON-PROFIT,-999,151,CTH,Y
-111.29135261,47.4893545200001,3832,0005159405,GREAT FALLS CLINIC HOSPITAL,3010 15TH AVENUE SOUTH,GREAT FALLS,MT,59405,NOT AVAILABLE,(406) 216-8000,GENERAL ACUTE CARE,OPEN,19,CASCADE,30013,USA,47.48935452,-111.29135261,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY/OTHER,2020/04/21 00:00:00+00,NOT AVAILABLE,12794,NOT AVAILABLE,30,PROPRIETARY,-999,19,NOT AVAILABLE,N
-114.32342595,48.21467735,3833,0005359901,KALISPELL REGIONAL MEDICAL CENTER - LOGAN HEALTH MEDICAL CENTER,310 SUNNYVIEW LN,KALISPELL,MT,59901,NOT AVAILABLE,(406) 752-5111,GENERAL ACUTE CARE,OPEN,220,FLATHEAD,30029,USA,48.21467735,-114.32342595,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY/OTHER,2020/04/21 00:00:00+00,http://www.krmc.org,12869,NOT AVAILABLE,30,NON-PROFIT,-999,220,ATH,Y
-112.79086729,46.1808180300001,3834,0006259756,MONTANA STATE HOSPITAL,300 GARNET WAY,WARM SPRINGS,MT,59756,NOT AVAILABLE,(406) 693-7000,GENERAL ACUTE CARE,OPEN,174,DEER LODGE,30023,USA,46.18081803,-112.79086729,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,NOT AVAILABLE,12943,NOT AVAILABLE,30,GOVERNMENT - STATE,-999,174,NOT AVAILABLE,N
-109.68581776,48.5380773100001,3835,0005759501,NORTHERN MONTANA HOSPITAL,30 13TH ST,HAVRE,MT,59501,NOT AVAILABLE,(406) 265-2211,GENERAL ACUTE CARE,OPEN,49,HILL,30041,USA,48.53807731,-109.68581776,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://www.nmhcare.org,12835,NOT AVAILABLE,30,NON-PROFIT,-999,49,CTH,N
-108.6060574,45.73991405,3836,0196784696,REHABILITATION HOSPITAL OF MONTANA,3572 HESPER ROAD,BILLINGS,MT,59102,NOT AVAILABLE,(406) 413-6200,REHABILITATION,OPEN,34,YELLOWSTONE,30111,USA,45.73991405,-108.6060574,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY/OTHER,2022/03/02 00:00:00+00,NOT AVAILABLE,13564,NOT AVAILABLE,30,NOT AVAILABLE,-999,34,NOT AVAILABLE,N
-111.98889283,46.5824289700001,3837,0005259604,SHODAIR CHILDRENS HOSPITAL,2755 COLONIAL DR,HELENA,MT,59604,NOT AVAILABLE,(406) 444-7500,CHILDREN,OPEN,30,LEWIS AND CLARK,30049,USA,46.58242897,-111.98889283,622110,"CHILDREN'S HOSPITALS, GENERAL",https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://www.shodairhospital.org,13007,NOT AVAILABLE,30,NON-PROFIT,-999,30,NOT AVAILABLE,N
-112.54551354,46.0085166600001,3838,0005559701,ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,NOT AVAILABLE,(406) 723-2443,GENERAL ACUTE CARE,OPEN,98,SILVER BOW,30093,USA,46.00851666,-112.54551354,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://www.stjameshealthcare.org,13287,NOT AVAILABLE,30,NON-PROFIT,-999,98,ATH,Y
-113.99991,46.87591,3839,0006159806,ST PATRICK HOSPITAL,500 W BROADWAY,MISSOULA,MT,59806,NOT AVAILABLE,(406) 543-7271,GENERAL ACUTE CARE,OPEN,253,MISSOULA,30063,USA,46.87591,-113.99991,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY/OTHER,2020/04/21 00:00:00+00,http://www.saintpatrick.org,13200,NOT AVAILABLE,30,NON-PROFIT,-999,253,RTH,Y
-108.51947381,45.7934038600001,3840,0004959107,ST VINCENT HEALTH CARE,1233 NORTH 30TH STREET,BILLINGS,MT,59107,NOT AVAILABLE,(406) 237-7000,GENERAL ACUTE CARE,OPEN,286,YELLOWSTONE,30111,USA,45.79340386,-108.51947381,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,http://www.svh-mt.org,13258,NOT AVAILABLE,30,NON-PROFIT,-999,286,RTC,Y
-111.99743838,46.58267004,3841,0005859601,ST. PETER'S HEALTH,2475 E BROADWAY ST,HELENA,MT,59601,NOT AVAILABLE,(406) 442-2480,GENERAL ACUTE CARE,OPEN,123,LEWIS AND CLARK,30049,USA,46.58267004,-111.99743838,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://qadlicensing.hhs.mt.gov/datamart/selsearchtype.do,2021/01/12 00:00:00+00,IMAGERY,2020/04/21 00:00:00+00,NOT AVAILABLE,13346,NOT AVAILABLE,30,NON-PROFIT,-999,123,ATH,Y
-96.71097428,42.10558165,3842,0005868047,PENDER COMMUNITY HOSPITAL DISTRICT,100 HOSPITAL DRIVE,PENDER,NE,68047,NOT AVAILABLE,(402) 385-3083,CRITICAL ACCESS,OPEN,21,THURSTON,31173,USA,42.10558165,-96.71097428,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY,2020/04/07 00:00:00+00,http://www.pendercommunityhospital.com,H000120,PENDER COMMUNITY HOSPITAL DISTRICT DBA PENDER CO,31,GOVERNMENT - DISTRICT/AUTHORITY,-999,21,LEVEL IV,Y
-102.95211955,41.1362121400001,3843,0010969162,"CHEYENNE COUNTY HOSPITAL ASSOCIATION, INC",1000 POLE CREEK CROSSING,SIDNEY,NE,69162,NOT AVAILABLE,(308) 254-5825,CRITICAL ACCESS,OPEN,25,CHEYENNE,31033,USA,41.13621214,-102.95211955,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY/OTHER,2020/04/07 00:00:00+00,NOT AVAILABLE,H000126,CHEYENNE COUNTY HOSPITAL ASSOCIATION DBA SIDNEY REGIONAL MEDICAL CENTER,31,GOVERNMENT - LOCAL,-999,25,NOT AVAILABLE,Y
-99.53709135,42.57538377,3844,0000168714,ROCK COUNTY,102 EAST SOUTH STREET,BASSETT,NE,68714,NOT AVAILABLE,(402) 684-3366,CRITICAL ACCESS,OPEN,24,ROCK,31149,USA,42.57538377,-99.53709135,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY,2020/04/07 00:00:00+00,NOT AVAILABLE,830001,ROCK COUNTY HOSPITAL,31,GOVERNMENT - LOCAL,-999,24,NOT AVAILABLE,Y
-97.0606969999999,41.45576915,3845,0105068661,ALEGENT CREIGHTON HEALTH MEMORIAL HOSP SCHUYLER,104 WEST 17TH ST,SCHUYLER,NE,68661,NOT AVAILABLE,(402) 352-2441,CRITICAL ACCESS,OPEN,25,COLFAX,31037,USA,41.45576915,-97.060697,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY/OTHER,2020/04/07 00:00:00+00,NOT AVAILABLE,170001,CHI HEALTH SCHUYLER,31,PROPRIETARY,-999,25,NOT AVAILABLE,Y
-102.34833478,41.41268483,3846,0106769154,REGIONAL WEST GARDEN COUNTY,1100 WEST 2ND ST,OSHKOSH,NE,69154,NOT AVAILABLE,(308) 772-3283,CRITICAL ACCESS,OPEN,10,GARDEN,31069,USA,41.41268483,-102.34833478,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY/OTHER,2020/04/07 00:00:00+00,NOT AVAILABLE,H000127,REGIONAL WEST GARDEN COUNTY HOSPITAL,31,GOVERNMENT - LOCAL,-999,10,NOT AVAILABLE,Y
-96.0401045899999,41.1358535200001,3847,0106468046,ALEGENT HEALTH,11111 SOUTH 84TH ST,PAPILLION,NE,68046,NOT AVAILABLE,(402) 593-3000,GENERAL ACUTE CARE,OPEN,58,SARPY,31153,USA,41.13585352,-96.04010459,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY/OTHER,2020/04/07 00:00:00+00,NOT AVAILABLE,680001,CHI HEALTH MIDLANDS,31,PROPRIETARY,-999,58,NOT AVAILABLE,Y
-97.5937304299999,40.16063927,3848,0000568370,THAYER COUNTY,120 PARK AVE,HEBRON,NE,68370,NOT AVAILABLE,(402) 768-6041,CRITICAL ACCESS,OPEN,17,THAYER,31169,USA,40.16063927,-97.59373043,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY/OTHER,2020/04/07 00:00:00+00,NOT AVAILABLE,760001,THAYER COUNTY HEALTH SERVICES,31,GOVERNMENT - LOCAL,-999,17,LEVEL IV,Y
-97.0092309299999,42.2419192,3849,0000668787,"PROVIDENCE MEDICAL CENTER, INC",1200 PROVIDENCE RD,WAYNE,NE,68787,NOT AVAILABLE,(402) 375-3800,CRITICAL ACCESS,OPEN,21,WAYNE,31179,USA,42.2419192,-97.00923093,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY/OTHER,2020/04/07 00:00:00+00,http://www.providencemedical.com,800001,PROVIDENCE MEDICAL CENTER,31,PROPRIETARY,-999,21,LEVEL IV,Y
-99.3830700999999,40.4478890500001,3850,0000768949,PHELPS MEMORIAL HEALTH CENTER,1215 TIBBALS ST,HOLDREGE,NE,68949,NOT AVAILABLE,(308) 995-2211,CRITICAL ACCESS,OPEN,25,PHELPS,31137,USA,40.44788905,-99.3830701,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY,2020/04/07 00:00:00+00,http://www.phelpsmemorial.com,610003,PHELPS MEMORIAL HEALTH CENTER,31,PROPRIETARY,-999,25,LEVEL IV,Y
-95.8624831,40.65637136,3851,0105168410,ST. MARY'S COMMUNITY HOSPITAL,1301 GRUNDMAN BLVD,NEBRASKA CITY,NE,68410,NOT AVAILABLE,(402) 873-3321,CRITICAL ACCESS,OPEN,18,OTOE,31131,USA,40.65637136,-95.8624831,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY/OTHER,2021/05/24 00:00:00+00,NOT AVAILABLE,H000128,ST MARY'S COMMUNITY HOSPITAL DBA CHI HEALTH ST MAR,31,NON-PROFIT,-999,18,LEVEL IV,Y
-100.18035934,40.28060501,3852,0000869022,"CAMBRIDGE MEMORIAL HOSPITAL, INC",1305 WEST HIGHWAY 6/34,CAMBRIDGE,NE,69022,NOT AVAILABLE,(308) 697-3329,CRITICAL ACCESS,OPEN,20,FURNAS,31065,USA,40.28060501,-100.18035934,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY/OTHER,2020/04/07 00:00:00+00,NOT AVAILABLE,310001,"CAMBRIDGE MEMORIAL HOSPITAL, INC. DBA TRI VALLEY HEALTH SYSTEMS",31,PROPRIETARY,-999,20,LEVEL IV,Y
-103.09228543,41.6617642800001,3853,0008369336,MORRILL COUNTY COMMUNITY HOSPITAL,1313 S STREET,BRIDGEPORT,NE,69336,NOT AVAILABLE,(308) 262-1616,CRITICAL ACCESS,OPEN,20,MORRILL,31123,USA,41.66176428,-103.09228543,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY,2020/04/07 00:00:00+00,http://www.morrillcountyhospital.org,540001,MORRILL COUNTY COMMUNITY HOSPITAL,31,GOVERNMENT - LOCAL,-999,20,LEVEL IV,Y
-96.13302258,41.2499947200001,3854,0009268010,FATHER FLANAGAN'S BOYS' HOME,14000 BOYS TOWN HOSPITAL RD,BOYS TOWN,NE,68010,NOT AVAILABLE,(531) 355-6524,CHILDREN,OPEN,52,DOUGLAS,31055,USA,41.24999472,-96.13302258,622110,"CHILDREN'S HOSPITALS, GENERAL",https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY,2020/04/07 00:00:00+00,NOT AVAILABLE,H000107,BOYS TOWN NATIONAL RESEARCH HOSPITAL,31,NON-PROFIT,-999,52,NOT AVAILABLE,N
-96.1340719,41.2500045,3855,0196784697,FATHER FLANAGAN'S BOYS' HOME,14000 BOYS TOWN HOSPITAL ROAD,BOYS TOWN,NE,68010,NOT AVAILABLE,(531) 355-6594,CHILDREN,OPEN,31,DOUGLAS,31055,USA,41.2500045,-96.1340719,622110,"CHILDREN'S HOSPITALS, GENERAL",https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY/OTHER,2022/03/02 00:00:00+00,NOT AVAILABLE,H000107,BOYS TOWN NATIONAL RESEARCH HOSPITAL,31,NON-PROFIT,-999,31,NOT AVAILABLE,N
-98.95413257,40.1018289800001,3856,0007368939,FRANKLIN COUNTY,1406 Q ST,FRANKLIN,NE,68939,NOT AVAILABLE,(308) 425-6221,CRITICAL ACCESS,OPEN,14,FRANKLIN,31061,USA,40.10182898,-98.95413257,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY,2020/04/07 00:00:00+00,NOT AVAILABLE,290001,FRANKLIN COUNTY MEMORIAL HOSPITAL,31,GOVERNMENT - LOCAL,-999,14,NOT AVAILABLE,Y
-98.01064063,40.8712343400001,3857,0001068818,"MEMORIAL COMMUNITY HEALTH, INC",1423 SEVENTH ST,AURORA,NE,68818,NOT AVAILABLE,(402) 694-3171,CRITICAL ACCESS,OPEN,12,HAMILTON,31081,USA,40.87123434,-98.01064063,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY,2020/04/07 00:00:00+00,NOT AVAILABLE,380001,"MEMORIAL COMMUNITY HEALTH, INC DBA MEMORIAL HOSPITAL",31,PROPRIETARY,-999,12,LEVEL IV,Y
-96.1400144199999,41.19872696,3858,0185768137,HENRY HIGGINS,14404 STONEY BROOK BLVD,OMAHA,NE,68137,NOT AVAILABLE,(402) 979-9635,GENERAL ACUTE CARE,OPEN,4,DOUGLAS,31055,USA,41.19872696,-96.14001442,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY/OTHER,2020/05/06 00:00:00+00,NOT AVAILABLE,H000135,"MILLARD FAMILY HOSPITAL, LLC DBA MILLARD FAMILY HOS",31,PROPRIETARY,-999,4,NOT AVAILABLE,N
-99.63187635,41.4094485100001,3859,0001168822,"JENNIE M MELHAM MEMORIAL MEDICAL CENTER, INC",145 MEMORIAL DRIVE,BROKEN BOW,NE,68822,NOT AVAILABLE,(308) 872-4100,CRITICAL ACCESS,OPEN,23,CUSTER,31041,USA,41.40944851,-99.63187635,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.nebraska.gov/hhs/lists/search.cgi,2021/12/15 00:00:00+00,IMAGERY,2020/04/07 00:00:00+00,http://www.brokenbow-ne.com/community/healthcare/melham.htm,100004,JENNIE M MELHAM MEMORIAL MEDICAL CENTER,31,PROPRIETARY,-999,23,LEVEL IV,Y
